395adee110dbcfa329bcea7aa71c03d2728d71d7,MODIFY,regular-file,EMAIL_SUCCESS_FINAL.md,4140,114-116
7efe026aa9653b0ca5ea3d94407edd246ac1a761,MODIFY,regular-file,EMAIL_SYSTEM_FINAL_REPORT.md,7853,134;136;177-178
74dc02c3f7a5d16c3d57e261750c43e7796377db,MODIFY,regular-file,REVOGACAO_URGENTE.md,1333,7-8;15;38;41
48d6d1512843a1ff69192a815dbf5a278236ec94,MODIFY,regular-file,SECURITY_EMERGENCY_REPORT_30SEP2025.md,4556,9;25;30-31;36;41;52;58
adb3fad2b7f37b7fd5f331412304efc8e97384b1,MODIFY,regular-file,SECURITY_FINAL_REPORT.md,4213,10;65;73;81-82;86
8d885aeccaba6eb1913ba29e80936d2db8515270,MODIFY,regular-file,SYNC_API_DATA_FINAL_REPORT.md,4011,105
b0ec5c8524b3c62bfff9c78c5125b1c5d73d1594,MODIFY,regular-file,advanced_security_report.md,5619,44
d6bb6aca29094565bf1788e6e95819606ae922f8,MODIFY,regular-file,bolao_config/settings.py.backup,5530,189
ae54cd3126a6b12de190a7d061162f237cc362f2,MODIFY,regular-file,config_analysis_report.md,4756,117
0fef2621f4aedccfd7282b0ef9faa3d71b1a6567,MODIFY,regular-file,email_configuration_alert.md,2597,10;70
b3523a8dc7de8a155641a8dd63439ff5fb743753,MODIFY,regular-file,email_configuration_final.md,4590,5;15-16;18;38;109;122;136
3ae18d4f0254351df3af267b367cdd7fa77157b7,MODIFY,regular-file,email_delivery_diagnosis.py,4599,38
d856cde2a311b8eb11abe1e91a2f80b9b9c46430,MODIFY,regular-file,email_delivery_final_solution.md,4777,104
02c6a1d8df7ddf76ad760a0281ed13f00e916533,MODIFY,regular-file,football_api_test_report.md,5381,9
e30299c09f663fd8b3db39816f088217ef66abb6,MODIFY,regular-file,implement_security.py,10175,41
c911f886a80938679b0f70ab26682f1b2dc1f8ba,MODIFY,regular-file,python_decouple_implementation.md,6211,51-52;54;62;69
9ef676fb5a0a72ce1acf617344840513b5ec2c9e,MODIFY,regular-file,security_implementation_report.md,5902,117
14df85538303641855f03b80b8038aa82f6ade80,MODIFY,regular-file,test_email_debug.py,3433,54
